%													
#for correction of metFormula (and metCharges) to balance equation	"#Note: no changes are made to R groups in model.metFormulas, since R groups can represent any CnHn and modification may cause other reactions to have unbalanced R groups"												
#model.mets	model.metFormulas	new_metFormulas	model.metCharges	new_metCharges	refMNXMID	rxn/related rxn(s)	refMNXRID	elementdiff	Notes	MNXNotes	KEGGNotes	ChEBINotes	otherDatabaseNotes
s_0710[m]	C42H44FeN8O8S2R4	C42H45FeN8O8S2R4	0	[]	MNXM746	r_0001	MNXR138960	H2	s_0710[m]: changed metFormula C42H44FeN8O8S2R4 to C42H45FeN8O8S2R4 to balance equation	"| ferricytochrome c is reduced to form ferrocytochrome c, thus 2 H added to metFormula for ferrocytochrome"	[]	[]	[]
s_0795[er]	r_4321	1	-1	H-2R1	"for model.mets: s_0795[er], model.rxns: r_4321, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0799[m]	r_4326	1	2	H1	"for model.mets: s_0799[m], model.rxns: r_4326, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0795[er]	r_4328	0	2	H2R-1	"for model.mets: s_0795[er], model.rxns: r_4328, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_0794[c]	r_4374	0	1	H1	"for model.mets: s_0794[c], model.rxns: r_4374, change model.S coefficient from 0 to 1 to balance equation"	[]							
s_4112[c]	r_4382	-1	1	H-4	"for model.mets: s_4112[c], model.rxns: r_4382, change model.S coefficient from -1 to 1 to balance equation"	[]							
s_4113[c]	r_4382	2	-2	H-4	"for model.mets: s_4113[c], model.rxns: r_4382, change model.S coefficient from 2 to -2 to balance equation"	[]							
s_0794[c]	r_4411	0	1	H1	"for model.mets: s_0794[c], model.rxns: r_4411, change model.S coefficient from 0 to 1 to balance equation"	[]							
s_0794[c]	r_4432	1	2	H1	"for model.mets: s_0794[c], model.rxns: r_4432, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0803[c]	r_4567	0	-1	O-1H-2	"for model.mets: s_0803[c], model.rxns: r_4567, change model.S coefficient from 0 to 1 to balance equation"	| Hydrolase reaction							
s_0529[c]	r_4571	0	-1	C-21N-7O-15S-1P-3H-34	"for model.mets: s_0529[c], model.rxns: r_4571, change model.S coefficient from 0 to -1 to balance equation"	[]							
s_0794[c]	r_4571	3	-1	C-21N-7O-15S-1P-3H-34	"for model.mets: s_0794[c], model.rxns: r_4571, change model.S coefficient from 3 to -1 to balance equation"	[]							
s_0803[c]	r_4571	0	1	C-21N-7O-15S-1P-3H-34	"for model.mets: s_0803[c], model.rxns: r_4571, change model.S coefficient from 0 to 1 to balance equation"	[]							
s_4186[c]	r_4578	1	0	H-2	"for model.mets: s_4186[c], model.rxns: r_4578, change model.S coefficient from 1 to 0 to balance equation"	[]							
s_4185[c]	r_4578	0	1	H-2	"for model.mets: s_4185[c], model.rxns: r_4578, change model.S coefficient from 0 to 1 to balance equation"	[]							
s_0794[c]	r_4578	1	-1	H-2	"for model.mets: s_0794[c], model.rxns: r_4578, change model.S coefficient from 1 to -1 to balance equation"	[]							
%													
