#rxnMetaCycID	deltaG
PROPANEDIOL-DEHYDRATASE-RXN	-9.167007
RXN-18171	-233.62749
RXN1G-181	-1480.4144
RXN-9415	-93.320496
RXN-15716	-16.796509
BUTYRYL-COA-DEHYDROGENASE-RXN	7.650757
RXN-15255	-114.084625
3.4.24.44-RXN	-12.679367
RXN-15917	-171.39258
RXN-12843	-87.82000
RXN-21017	[]
RXN1G-1212	-6.862854
RXN-9948	-0.37820435
RXN-18607	-95.81348
6-HYDROXYNICOTINATE-REDUCTASE-RXN	-5.0017548
RXN-18195	-20.59523
RXN-10102	23.551765
RXN-15810	-35.803833
RXN-15746	-108.468506
ADCLY-RXN	-30.924133
RXN0-746	-15.062927
3.4.24.67-RXN	-12.679367
RXN-5682	-17.49237
3.4.22.55-RXN	-11.821243
RXN-2189	5.927002
RXN-13316	6.897537
RXN-15678	-30.391724
RXN-18638	-2.4658813
RXN-10934	8.465180
RXN-19363	42.658875
RXN-10129	-93.66052
RXN0-6994	0.117004395
RXN0-6385	6.824005
ADPSUGPPHOSPHAT-RXN	[]
RXN-16202	-1.3330307
3.1.3.43-RXN	-3.0541687
RXN-621	-83.90133
RXN-13828	-83.59476
RXN-15339	[]
RXN-13347	-121.39288
RXN66-304	-92.76184
RXN-19069	-94.88074
RXN-10962	-1.8059082
RXN-19049	138.33455
RXN0-1147	-28.316956
RXN0-7074	-43.102707
RXN-16733	-103.56476
2.7.11.9-RXN	[]
RXN-16235	[]
COENZYME-F420-HYDROGENASE-RXN	-28.022247
RXN-14955	-138.81451
RXN-13859	-13.52124
1.2.3.13-RXN	-136.55998
RXN-18803	-28.985962
RXN66-344	-81.78476
RXN-7828	8.351685
RXN-9729	7.5029297
RXN-19083	-66.160645
RXN-19525	-16.51
RXN-18648	-58.035583
RXN-16766	0.
RXN-11380	-8.166992
RXN-9651	-15.261658
CYCLOHEXADIENYL-DEHYDROGENASE-RXN	-16.24408
GIBBERELLIN-BETA-GLUCOSYLTRANSFERASE-RXN	[]
2.3.1.184-RXN	-75.33789
1.3.1.64-RXN	4.1217957
1-PHOSPHATIDYLINOSITOL-KINASE-RXN	-5.7929687
RXN-13685	9.625305
RXN-7878	-83.59476
RXN-8421	-76.619995
RXN-18540	-275.49292
RXN-19554	-2.6571217
RXN-14265	1.539978
RXN-9554	33.16577
RXN-11407	-4.6782227
RXN-11813	-193.39812
1.8.4.12-RXN	-12.595245
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	0.
THIOL-S-METHYLTRANSFERASE-RXN	-33.69226
RXN-13360	[]
1.1.1.197-RXN	-1.7165222
RXN-17236	-413.33203
RXN-18342	-92.02875
RXN-8448	-24.90226
RXN-14728	-6.857111
RXN-9532	20.375732
RXN-14291	-16.910004
2.4.1.229-RXN	-126.627014
1.2.7.7-RXN	-21.067627
RXN-11851	-83.59477
RXN-20001	[]
RXN-13261	362.24286
TOCOPHEROL-O-METHYLTRANSFERASE-RXN	-20.639893
RXN-17683	-27.739384
RXN-8926	24.697754
RXN-8887	6.897583
LINB2-RXN	13.312872
1.1.1.212-RXN	21.624084
RXN-17269	-12.737015
3.1.6.15-RXN	-61.638275
RXN-13032	0.
RXN-14760	-10.649414
RXN-8852	8.46521
RXN-17760	37.2034
2.4.1.46-RXN	-95.8136
RXN-20516	[]
RXN-8125	-30.793365
RXN-20030	-2.327179
RXN-12307	-14.815887
RXN-12887	-4.7094727
RXN-17710	5.2806396
PHYTANATE--COA-LIGASE-RXN	-12.71167
RXN-17355	0.
LYSDECARBOX-RXN	-3.714096
RXN-9367	-0.25650024
RXN-6883	-64.60951
3.2.1.127-RXN	[]
RXN-15212	128.2863
TROPOMYOSIN-KINASE-RXN	[]
RXN-20542	[]
RXN-12789	-0.3781891
RXN-12548	[]
RXN-12340	471.3844
RXN-18155	-162.68951
RXN-17215	-187.21045
PREPHENATE-ASP-TRANSAMINE-RXN	-2.2700195
RXN-15696	-66.098816
RXN-20961	[]
RXN-9396	-93.320496
3.4.24.29-RXN	-12.679367
RXN66-644	[]
RXN-15238	-4.7058945
RXN-20989	[]
RXN-12122	26.872269
RXN-12824	-54.71997
RXN-18588	1.852356
RXN-17157	67.32788
RXN-9916	-121.63
RXN-10086	7.0601807
RXN-20793	[]
RXN-18179	18.416992
ACONITATE-DELTA-ISOMERASE-RXN	3.0800018
RXN66-628	[]
RXN-15727	1.1099854
RXN-9894	-12.454124
RXN-11785	-328.67584
3.4.24.52-RXN	-12.679367
RXN-5467	7.5214844
RXN-17024	263.43915
RXN-21027	[]
RXN-13299	-0.1663208
RXN-20495	[]
RXN-18618	[]
RXN-10914	-4.3599854
RXN66-600	-85.03476
RXN-10111	[]
RXN0-6957	-113.54877
RXN-11333	[]
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	39.925995
RXN-16184	-77.50476
RXN-16933	137.86572
RXN-5841	5.9687653
RXN-1381	253.16797
RXN-20470	[]
RXN-13328	-2.3700104
RXN-19030	[]
RXN1G01-41	[]
RXN-10944	19.699463
RXN-16704	[]
RXN-11145	[]
RXN0-7010	-4.9841614
CIS-2-ENOYL-COA-REDUCTASE-NADPH-RXN	38.025757
RXN-16883	111.430176
RXN-16212	-13.150024
1.2.1.31-RXN	-23.376465
RXN-20328	[]
RXN-13843	-4.360016
RXN-7805	9.581787
RXN1G-760	22.705238
RXN66-315	-75.28055
RXN-19507	-17.953491
RXN-10660	22.705242
RXN-19058	-83.67474
RXN-11363	-103.30359
RXN-16761	1352.8455
RXN-16744	-4.7059326
GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN	-10.649292
RXN-20305	[]
CORTISONE-BETA-REDUCTASE-RXN	9.643524
RXN-8402	[]
RXN1G-557	-6.862915
1.21.3.1-RXN	-113.04400
RXN-14248	325.06592
RXN-10022	78.72893
RXN-7848	-4.3599854
RXN-11796	[]
RXN-16702	19.925537
RXN-19537	6.75177
THEANINE-HYDROLASE-RXN	-1.0871258
RXN-20268	[]
RXN-11390	19.193512
RXN-17207	5.6769867
RXN1G-45	-75.784515
GLUCOKIN-RXN	-14.815857
RXN-14711	-93.1488
PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	[]
1.1.1.147-RXN	-10.649414
2.4.1.210-RXN	27.434631
RXN-16628	34.414062
RXN-8429	-28.049988
RXN-19982	12.063507
RXN1G-377	22.705242
RXN-14274	7.0599365
RXN-17659	-274.67682
MCPMETEST-RXN	31.276237
RXN-11827	0.5418091
LEUCPEL-RXN	-141.47932
RXN-16578	123.14273
THREONINE--TRNA-LIGASE-RXN	-98.5824
3.1.4.36-RXN	-106.31123
RXN-19872	-444.09888
RXN-17248	1184.23
RXN-8833	5.7141113
RXN1G-3256	-37.892258
RXN-14739	-108.408875
RXN-20484	[]
HOLOCYTOCHROME-C-SYNTHASE-RXN	[]
2.4.1.240-RXN	-95.81354
RXN-12281	-11.963562
RXN-16450	25.800491
RXN-2001	-12.711731
PHOSPHOAMIDASE-RXN	19.397003
RXN-19851	23.565247
RXN-17692	16.110008
RXN-9348	[]
FMN-RED-RXN	36.111694
LIPIDADISACCHARIDESYNTH-RXN	6.8976593
RXN-15191	-115.27466
RXN-16296	-6.385803
3.2.1.10-RXN	-3.112976
RXN-12768	-3.2199707
RXN-19534	-21.067627
RXN-8863	-243.74228
RXN-18134	-104.27177
RXN1G-240	20.375793
RXN-20524	[]
RXN-15664	2.5417786
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	-11.286499
RXN-12320	6.897583
3.4.24.13-RXN	[]
RXN-15997	394.4604
PNPOXI-RXN	-27.99002
RXN-20968	[]
RXN-19483	-39.25708
RXN-9377	-46.692505
RXN-18564	-47.360046
RXN1G-163	20.375793
RXN-15222	0.5200043
RXN-10058	-4.123001
ARGINYLTRANSFERASE-RXN	88.4953
RXN-12803	5.6494293
ACETYLCHOLINESTERASE-RXN	-4.2871246
RXN-15897	-207.28271
RXN-18163	-89.83177
RXN-9877	-96.5618
RXN-19462	420.55713
RXN-15707	-12.449963
RXN-5381	6.897644
RXN1G-1084	22.705246
3.4.24.36-RXN	-12.679367
RXN-13281	-25.490002
4.2.1.58-RXN	22.705242
RXN-21005	[]
RXN-10898	-0.46817017
RXN-15781	0.
RXN-18596	-16.064026
RXN0-6721	-66.257
3.4.22.52-RXN	-11.821243
RXN-10094	14.601807
RXN-16163	-52.835285
RXN-19345	-226.875
ACYLAGMATINE-AMIDASE-RXN	-1.7112427
RXN-13792	-4.3599854
RXN0-5513	-2.4406738
RXN-9902	-96.63234
RXN-19012	-81.78476
3.1.2.21-RXN	219.58754
RXN-5501	-5.814148
RXN-16676	-146.534
RXN-15281	199.04529
RXN-13307	12.623596
CHOLINE-OXIDASEII-RXN	-41.463013
RXN-19008	-126.62695
RXN-10926	23.72
1.14.99.31-RXN	-73.37756
2.7.11.6-RXN	[]
RXN0-6980	0.1269989
RXN-7783	-87.05476
RXN-14906	-4.544739
RXN-16193	-11.81134
RXN-19465	-76.51843
RXN-18796	18.704643
RXN-13819	6.897644
RXN-11343	6.585266
RXN-9677	-460.89575
RXN66-24	-1.6265259
GALACTURAN-14-ALPHA-GALACTURONIDASE-RXN	-133.22717
2.4.1.94-RXN	-136.46704
RXN-19040	7.798233
RXN66-164	-8.640000
RXN-14312	-200.39502
RXN-16717	-113.23877
RXN-8369	-77.12213
RXN-18615	-80.34479
CITSYN-RXN	-10.515259
RXN-14226	-6.727005
RXN-9635	34.414062
1.2.1.55-RXN	-0.16647339
RXN-11778	-83.979965
2.3.1.168-RXN	-61.62674
RXN-7815	6.897644
TAXIFOLIN-8-MONOOXYGENASE-RXN	-81.42346
RXN-13613	-150.65857
RXN-19517	-17.377594
RXN-17184	-266.56104
RXN-9551	322.2987
RXN-11371	-92.537865
RXN-14695	-96.36524
1.7.2.3-RXN	-27.04947
GEISSOSCHIZINE-DEHYDROGENASE-RXN	-7.296509
2.4.1.19-RXN	[]
RXN-13357	[]
--BORNEOL-DEHYDROGENASE-RXN	-0.3781891
RXN-19963	0.
RXN-9528	20.375793
RXN-8412	-62.47528
RXN-17641	-13.872238
1.2.7.4-RXN	-20.58477
RXN-14256	3.921753
LACTATE-MALATE-TRANSHYDROGENASE-RXN	-0.6999817
RXN-13258	322.44556
RXN-11805	6.897415
3.1.3.67-RXN	3.1868896
RXN-17864	-15.561096
THIAMINASE-RXN	-12.272997
RXN-8815	5.7141113
RXN-8629	19.404022
RXN-17225	-0.16645813
RXN-20439	[]
RXN-13010	-34.414062
RXN-14720	-30.165886
RXN-12263	-17.799988
RXN-8101	30.793365
2.4.1.219-RXN	11.637604
PHOSCHOL-RXN	137.30914
RXN-12825	0.16113281
RXN-19991	-95.74952
RXN-9317	38.842216
RXN-17276	-39.94574
RXN-17671	-13.105316
RXN-15134	-3.6100159
RXN-2861	-5.843526
LIGNOSTILBENE-ALPHA-BETA-DIOXYGENASE-RXN	-83.78000
RXN-12751	7.0600586
THIOREDOXIN-RXN	[]
3.1.4.45-RXN	148.2041
RXN-18114	-118.989334
RXN-17196	250.40091
RXN-8842	[]
RXN-15647	-16.064026
RXN-20947	[]
RXN-20508	[]
3.4.23.32-RXN	-12.679367
RXN66-641	[]
RXN-12297	-0.25650024
RXN-20944	[]
RXN-12075	-17.125883
PHOSPHOLIPASE-A1-RXN	-13.03833
RXN-18537	-423.55658
RXN-17147	-90.46051
RXN-9359	-16.385803
RXN-10042	-1.0871124
RXN-20787	[]
RXN-15200	-0.38000488
ACETOACETATE-DECARBOXYLASE-RXN	-2.2758713
RXN66-625	[]
RXN-12780	-12.71167
RXN-9859	-6.3582153
RXN-11707	-366.21753
RXN-18143	[]
RXN-5166	1.6264343
RXN-17021	-3.6099854
RXN-15674	-85.39476
RXN-13248	-14.546997
RXN-20490	[]
3.4.24.21-RXN	-12.679367
RXN-10882	-73.25825
RXN66-597	-95.22475
RXN-20981	[]
RXN0-6549	-1.2682724
RXN66-591	-85.394775
RXN-18572	-12.5017395
RXN-16147	-87.414764
RXN-11320	[]
RXN-10077	-14.127106
RXN-13770	-7.319977
RXN-16920	-112.11182
ACETYLPYRUVATE-HYDROLASE-RXN	-15.1671295
RXN-18996	6.897644
RXN1G-951	20.375793
RXN-9886	4.2217712
RXN-16650	48.253723
RXN-16877	-29.53003
RXN-5442	[]
CHLORIDE-PEROXIDASE-RXN	-60.948753
RXN-20323	[]
RXN-13290	-12.71167
1.14.13.92-RXN	-90.29767
RXN1G-686	34.414062
RXN-10906	-4.3599854
RXN-7759	6.897583
RXN-10657	34.414062
RXN0-6734	[]
RXN-19441	-96.2207
RXN-16758	-100.416565
RXN-16172	-95.68182
RXN-11323	4.4013977
RXN-20291	[]
RXN-13800	6.897644
GABATRANSAM-RXN	0.32409668
RXN1G-53	1.55
RXN-19022	-18.814178
RXN66-105	-63.294292
RUBREDOXIN--NAD+-REDUCTASE-RXN	9.625336
RXN-16688	954.075
RXN-8352	-79.881714
RXN-16693	229.24109
CHONDROITIN-6-SULFOTRANSFERASE-RXN	18.416992
RXN-14206	-105.19699
RXN-20248	[]
1.17.5.1-RXN	32.04248
RXN-11759	-4.567131
RXN1G-425	22.705246
RXN-7795	0.
SULFUR-DIOXYGENASE-RXN	-2.34
PEPTIDYL-GLYCINAMIDASE-RXN	50.26848
RXN-19490	1.3776855
RXN-17162	-85.46478
RXN-16625	-6.862915
RXN-11351	15.539917
RXN-14679	-82.6353
RXN-20028	-85.03476
GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN	58.48674
2.4.1.155-RXN	-126.62683
RXN1G-368	-15.261658
RXN66-18	-11.985199
RXN-19940	132.43744
RXN-16557	7.6507874
RXN-8387	-91.90051
RXN-17624	-95.468796
RXN-19866	421.40002
RXN-14238	6.897583
L-PIPECOLATE-DEHYDROGENASE-RXN	[]
RXN1G-320	22.705244
RXN-11788	6.8975983
3.1.26.9-RXN	[]
RXN-16426	12.767640
TEICHOICSYN4-RXN	[]
RXN-8796	13.613450
RXN-19848	-174.64404
RXN-17199	[]
RXN-20423	[]
RXN1G-287	20.375732
RXN-14703	1.0870361
RXN-12244	6.920044
FERREDOXIN--NITRITE-REDUCTASE-RXN	-6.3854218
2.4.1.198-RXN	-126.627075
PHENOLPHOS-RXN	-4.666992
RXN-16285	-0.37820435
RXN-19973	-3.1140747
RXN-9297	-14.815857
RXN-19501	4.981079
RXN-17649	-274.67676
RXN-15117	-95.8136
RXN1G-218	-6.862854
LANOSTEROL-SYNTHASE-RXN	-86.57000
RXN-12734	-8.662994
CYTOCHROME-C-OXIDASE-RXN	-74.181046
3.1.30.2-RXN	[]
RXN-18094	6.897644
RXN-15994	370.01038
RXN-8825	-88.11594
RXN-15624	-82.25513
RXN1G-1529	[]
RXN-20454	[]
3.4.23.18-RXN	-12.679367
ADPREDUCT-RXN	34.87375
RXN-12271	[]
RXN-20923	[]
RXN-15891	4.3569946
PHOSPHATIDATE-PHOSPHATASE-RXN	-3.0541382
RXN-18517	-54.06012
RXN1G-1053	20.375732
RXN-9339	[]
RXN-10015	-3.87
3.4.24.86-RXN	[]
RXN-15147	-7.5023346
6PFRUCTPHOS-RXN	-14.492370
RXN-15689	-54.04834
RXN-12759	-69.98
RXN-9842	-79.02524
RXN0-7271	0.
RXN-18124	[]
RXN-5108	-31.709991
3.4.21.114-RXN	[]
RXN-15655	-118.581665
RXN-13230	0.
RXN-15511	39.94574
3.4.23.42-RXN	-12.679367
RXN-10860	-13.526993
RXN-19340	-921.7886
RXN-20957	[]
RXN0-6485	[]
RXN0-5204	-21.005234
RXN-18555	647.57336
RXN-16131	12.623535
3-OXOACYL-ACP-SYNTH-BASE-RXN	-6.862854
RXN-10050	-9.947117
RXN-13745	-105.57349
RXN-15265	-8.384033
ACETOLACTSYN-RXN	-9.48587
RXN-18979	-4.299988
RXN-18869	[]
RXN-9869	-14.710000
RXN-16613	-0.37823486
RXN-9944	-9.900482
RXN-527	-137.94698
CEPHALOSPORIN-C-TRANSAMINASE-RXN	1.8699646
2.7.11.25-RXN	-4.544739
RXN-13269	1.52587890000e-4
RXN-7739	6.015869
RXN-14567	57.429596
RXN-10890	-22.922241
RXN-19419	-3.8471308
RXN-18770	0.
RXN0-6566	-229.9972
RXN-11299	-7.1359253
RXN-9662	34.414062
RXN-16155	2.1629791
FRUCTOKINASE-RXN	-12.545898
2.4.1.143-RXN	-126.62695
RXN-13782	[]
RXN4FS-14	0.
RXN-13991	-95.06170
RXN-19004	[]
RXN-8328	-73.37753
RXN-18604	4.7857656
RXN-16659	66.90503
RXN-14187	-6.8130493
RXN-9632	-15.261658
CHOLESTANETETRAOL-26-DEHYDROGENASE-RXN	-90.00226
RXN-11743	32.709015
2.3.1.100-RXN	[]
1.14.19.5-RXN	-35.015137
SUCCINYL-COA-HYDROLASE-RXN	-6.5448
RXN-13451	28.192932
RXN-7773	-4.360031
RXN-17139	-73.99699
RXN-18471	20.375793
RXN-19453	-96.2207
RXN-14658	-4.360016
RXN-9548	342.841
RXN-11334	[]
2.4.1.126-RXN	6.897644
1.5.8.1-RXN	22.067757
GALACTONDEHYDRAT-RXN	-8.166992
RXN-19917	-16.766983
RXN-13353	[]
RXN66-145	-44.324482
RXN-17606	-12.711792
RXN-18000	-24.507507
RXN-8361	-73.37756
L-ARABINONOLACTONASE-RXN	-6.347122
RXN-9524	20.375793
RXN-14216	-102.58893
RXN-8780	-6.
1.2.2.3-RXN	-19.772354
RXN-11770	-84.24477
RXN-20405	[]
RXN-13215	-68.13849
TANNASE-RXN	-2.7671204
RXN-12228	-27.282257
RXN-17861	-15.561096
RXN-17175	-92.624695
PEPTIDYLGLYCINE-MONOOXYGENASE-RXN	-63.25589
RXN-8390	-56.580017
RXN-14687	-1.7164917
RXN-9279	-91.900604
RXN-13001	2.1629639
2.4.1.167-RXN	3.2175903
RXN-15099	-82.255264
RXN-17708	-143.79568
RXN-19953	56.339996
RXN-12715	2.01
RXN-8098	-52.833374
RXN-17632	15.426247
RXN-18076	-689.0887
RXN-12619	[]
L-XYLULOSE-REDUCTASE-RXN	-0.1665039
RXN-15600	-108.66704
RXN-17267	589.34784
3.1.3.14-RXN	7.2170105
3.4.22.44-RXN	-12.679367
RXN-21028	[]
RXN-8807	1.3522949
RXN-20901	[]
TDCEACT-RXN	-17.658913
RXN-20431	[]
RXN-18500	-6.7124023
RXN-12432	-1.9899902
RXN-12255	-50.657772
RR-BUTANEDIOL-DEHYDROGENASE-RXN	1.0817871
RXN-17193	-69.231445
PHENYLPCARB-RXN	6.6928406
6.3.1.10-RXN	-7.13591
RXN-20908	[]
RXN-9308	119.53415
RXN-9825	-4.705902
RXN66-638	[]
RXN-15125	-2.916996
RXN-5002	6.897644
RXN-12004	-3.2964478
RXN-12743	[]
RXN-13207	6.859558
RXN-17132	-26.474121
RXN-18105	-88.96902
RXN-10837	-6.538269
RXN-20770	[]
RXN-15632	13.812927
RXN0-6368	-102.18494
RXN66-622	[]
3.4.23.25-RXN	-12.679367
RXN-16113	2.1629791
RXN-11692	[]
RXN-20933	[]
RXN-13722	1.42
RXN-17018	304.52356
RXN-18527	0.8041153
RXN-18963	-12.507019
RXN-20487	[]
RXN-10032	3.2146606
RXN-16587	-53.31357
RXN-20482	[]
ACECOATRANS-RXN	319.92462
CATECHOL-23-DIOXYGENASE-RXN	-73.51412
RXN66-550	-13.182991
RXN-9851	-5.044174
RXN-7694	2.541809
RXN-11204	-68.62
RXN-5141	-4.3600006
RXN-19400	-118.613525
RXN-16914	-28.841064
RXN-13238	-29.884666
RXN-11276	-209.137
RXN-20464	[]
RXN-10874	8.145813
FORMAMIDASE-RXN	-4.1271286
RXN1G-912	22.70524
RXN0-6524	[]
RXN3O-581	0.
RXN-16874	-76.51843
RXN-16139	279.42426
RXN-8311	-77.122314
RXN-20319	[]
RXN-13761	-41.309998
RXN-14169	-7.9765015
RXN1G-660	-6.862854
RXN-18988	-10.717041
RXN-11724	39.92861
RXN-10654	-6.862915
RXN-16641	-85.173706
STIZOLOBINATE-SYNTHASE-RXN	-72.63414
RXN-16739	188.0581
CHALCONE-ISOMERASE-RXN	[]
RXN-17112	-73.37759
RXN-20288	[]
RXN-7748	-97.55476
RXN-14630	-6.225937
RXN1G-509	34.414062
RXN-19430	-6.377121
2.3.2.10-RXN	58.07434
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	-10.865295
RXN-11310	58.074142
RXN-19899	-56.686985
RXN-16684	499.23495
FUCOSTEROL-EPOXIDE-LYASE-RXN	3.8599987
RXN-17587	-13.729431
RXN-20236	[]
RXN4FS-8	-3.432373
KETOGLUCOSE-REDUCTASE-RXN	-1.6264648
RXN1G-4143	1119.1782
RXN-8342	-125.63954
RXN-8763	3.3641052
NITROGENASE-RXN	-69.48535
RXN-14198	-109.40204
RXN-20389	[]
RXN-16622	20.375732
RXN-11751	8.71698
RXN-12205	-63.283173
RXN-20018	-62.11477
SUGAR-PHOSPHATASE-RXN	[]
PANTOTHENATE-KIN-RXN	-16.064148
RXN1G-3641	-37.892258
RXN-17150	-1.1171265
RXN-9235	-20.640137
MALONYL-COA-ACP-TRANSACYL-RXN	-8.398743
RXN-14668	-0.37817383
RXN-15074	-10.795288
RXN-16531	-114.80664
2.4.1.142-RXN	6.897827
RXN-12696	6.8976135
RXN-19863	-72.37988
RXN-19927	-121.68652
3.1.16.1-RXN	[]
RXN1G-308	22.705246
RXN-17613	12.941803
RXN-18059	-17.150726
GLYCOGEN-SYNTHASE-D-PHOSPHATASE-RXN	[]
L-GULONOLACTONE-OXIDASE-RXN	-29.36
RXN-15580	0.19000244
RXN-16387	-56.579987
3.1.26.12-RXN	[]
3.4.22.29-RXN	[]
RXN-19834	12.646759
RXN-8788	-0.3517151
RXN-20884	[]
RXN1G-276	34.414062
RXN-20414	[]
RXN-18483	-81.78476
FAD-OX-RXN	[]
RXN-12236	3.784668
RIBOSE-5-PHOSPHATE--AMMONIA-LIGASE-RXN	-8.827637
RXN-16231	-73.37756
PGLYCEROLTRANSI-RXN	17.792847
RXN-9800	14.435791
RXN-19497	56.937836
RXN-9287	-4.3600044
RXN-4842	-89.074814
RXN1G-203	20.375793
RXN-15108	-82.25525
RXN-13174	-26.440033
CITTRANS-RXN	-27.929321
RXN-12726	-19.474129
RXN-10822	0.3241272
RXN-15991	370.01038
RXN-18085	[]
RXN0-5437	-88.44443
RXN-19477	-220.07654
RXN-15611	-27.475952
RXN-16093	-117.337006
RXN1G-1486	[]
3.4.22.68-RXN	[]
RXN-13693	-1.4330139
ACYLACPSYNTH-RXN	-2.4406128
RXN-20913	[]
6-OXOCINEOLE-DEHYDROGENASE-RXN	-93.320465
RXN-15885	-191.08057
RXN-18508	[]
RXN-18944	-20.043015
RXN1G-1004	22.705246
RXN-10004	-61.892975
RXN-16562	6.6828613
3.4.22.62-RXN	-11.821243
6.3.2.30-RXN	40.490723
CARNCOARACE-RXN	0.
RXN-15685	-18.129993
RXN-9833	-10.665955
RXN-7673	-11.287582
RXN-19437	6.1952515
RXN-5066	0.
RXN-19383	7.4969177
RXN0-722	-10.865295
RXN-13219	0.
RXN-1126	-12.71167
3.4.11.24-RXN	-21.005234
RXN-10847	-4.360016
FERRIC-CHELATE-REDUCTASE-RXN	10.873596
RXN-15479	[]
RXN0-6460	-2.3271103
RXN-18941	-95.68182
RXN-19148	40.62149
RXN-16123	-113.360596
RXN-16559	1.0819092
RXN0-307	[]
RXN-13731	209.8312
CARBOXYMETHYLHYDANTOINASE-RXN	-4.971222
2OXOGLUTDECARB-RXN	-59.08737
RXN-18971	[]
RXN-7666	11.783432
RXN-15060	-79.02524
RXN-16599	7.5216675
RXN-19380	-0.9352188
RXN-18861	[]
CDPKIN-RXN	94.98999
RXN-11257	-36.69763
2.7.11.2-RXN	-4.5446777
RXN-7708	1.5500183
FATTY-ACYL-ETHYL-ESTER-SYNTHASE-RXN	48.678482
RXN-14564	-168.60596
RXN-19409	[]
RXN3O-12	-91.90062
RXN-18704	0.
RXN-11288	-28.049988
RXN-8291	-3.6099854
RXN-9659	34.414062
FORMYL-COA-HYDROLASE-RXN	-5.167053
RXN-14148	-0.37820435
2.4.1.119-RXN	-1502.5264
RXN490-3608	6.897644
RXN-11702	[]
RXN-13835	-104.137024
RXN-8320	-73.37753
SPHINGANINE-KINASE-RXN	-13.567627
RXN-9594	-105.69531
RXN-14178	0.
RXN-17092	-10.9841
2.1.1.127-RXN	-123.35678
RXN-11733	25.089998
RXN-14609	-3.112915
RXN-18461	5.4322205
STYRENE-OXIDE-ISOMERASE-RXN	-14.600006
2.3.1.58-RXN	-2.793518
RXN-9539	-6.862915
RXN-17123	-4.360016
RXN-19862	-28.74704
1.3.7.4-RXN	-30.201736
RXN-14639	-4.3599854
RXN-17568	-96.10878
RXN-13350	[]
2.4.1.115-RXN	-95.8136
ISOPROPANOL-DEHYDROGENASE-NADP+-RXN	-1.9164429
RXN-17986	20.375732
RXN-19908	-6.7400513
RXN-8737	-85.394745
RXN-9520	22.705246
RXN-17596	[]
RXN-20370	[]
1.15.1.2-RXN	60.73589
KYNURENINE-3-MONOOXYGENASE-RXN	-91.90054
RXN-12182	20.375793
RXN-8210	[]
RXN-8771	-104.85898
OXALATE-DECARBOXYLASE-RXN	-4.2717743
RXN-12994	-9.189453
RXN-20397	[]
RXN-9212	1.3669434
RXN-17497	-93.1488
RXN-12219	-67.874756
RXN-15052	6.89769
RXN-7903	-56.580017
PEPCARBOX-RXN	-0.8641052
RXN-12673	1.2934875
URITRANS-RXN	[]
RXN-9243	[]
3.1.1.74-RXN	[]
RXN-12576	294.66632
RXN-15082	-109.619995
RXN-18038	-126.00299
RXN-17261	568.8056
RXN-12705	1.0817871
RXN-15550	41.708527
RXN-21007	[]
3.1.21.3-RXN	-893.9734
3.4.21.93-RXN	-12.679367
SULFITE-DEHYDROGENASE-RXN	-16.719467
RXN-18068	-3.0770874
RXN-20859	[]
RXN-12361	-20.785645
RXN-15588	8.145813
RXN-18454	31.642586
RXN-17189	-59.799255
3.4.22.36-RXN	[]
RETINOL-DEHYDROGENASE-RXN	0.99183655
RXN-20873	[]
RXN-20892	[]
RXN-9761	-18.886627
RXN66-635	[]
RXN-18491	-72.21951
RXN-4732	4.5176086
RXN-17126	34.414062
RIBULPEPIM-RXN	0.
RXN-13148	6.8976135
RXN-20689	[]
6.1.1.13-RXN	3.1208496
RXN-10788	6.897583
RXN66-619	[]
RXN-9817	-4.3599854
RXN0-5364	-26.14
RXN-11482	34.414
RXN-4882	-55.179993
RXN-16074	8.267117
RXN-17015	325.06595
RXN-13198	2.6517944
RXN-13666	-29.090057
RXN-17012	283.98148
RXN-1083	2.1629639
5.4.2.10-RXN	0.
RXN-20477	[]
RXN0-6254	-103.30347
RXN-18924	99.59827
RXN3O-8214	267.04907
RXN-16100	-326.88586
RXN-16542	-78.19754
RXN-11197	[]
RXN-13701	-3.112976
BUTYRATE-KINASE-RXN	9.308289
RXN-16908	23.006348
RXN-18953	-85.394684
RXN-7645	11.131592
RXN-20453	[]
RXN-16575	-148.00296
RXN-19357	-95.81372
RXN1G-883	-6.862854
CARNOSINE-N-METHYLTRANSFERASE-RXN	-6.73999
RXN-11239	[]
RXN-10727	260.672
RXN-7683	-109.80585
RXN1UA-50	-20.966492
RXN-16837	8.377075
RXN-19391	-86.70053
RXN-8271	8.351685
RXN-20316	[]
RXN-11268	-12.505905
RXN-14124	7.2170105
RXN1G-637	20.375793
FLAVONOID-3-MONOOXYGENASE-RXN	[]
RXN-11681	-17.595276
RXN-10061	22.705242
RXN3O-4042	-75.47052
SHIKIMATE-5-DEHYDROGENASE-RXN	-3.1764526
RXN-16725	-62.9747
RXN-8303	-77.12225
RXN-17074	-45.35254
RXN-20282	[]
RXN-14161	7.2170105
RXN-14585	-3.1130981
