#model.rxns	grpCont_deltaG	grpCont_uncertainty	grpCont_lnRevIdx	MetaCyc_deltaG	MetaCyc_rxnDirection	MetaCyc_lnRevIdx	SEED_deltaG	SEED_uncertainty	SEED_lnRevIdx	SEED_rxnDirection	memote_revIdx	model_rxnDirection	Action	New_model.lb	Notes
r_1863	[]	[]	[]	[]	[]	[]	0	0.48	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1864	[]	[]	[]	[]	[]	[]	0	0.48	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1868	[]	[]	[]	[]	[]	[]	0	0.44	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1869	[]	[]	[]	[]	[]	[]	0	0.44	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1872	3.09	0.5417	2.6076	-3.09	-2.6076	>	4.73	0.75	3.9916	>	-9.9357	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_1874	[]	[]	[]	[]	[]	[]	0	0.41	0	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_1876	[]	[]	[]	[]	[]	[]	0	1.13	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1877	[]	[]	[]	[]	[]	[]	0	1.94	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1882	[]	[]	[]	[]	[]	[]	0	2.8	0	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_1887	-14.057	1.036	-25.6782	14.6811	-1.4261	=	-8.07	1.19	-20.6258	>	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction |  Conflict between MetaCyc and modelSEED reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1890	[]	[]	[]	0	0	[]	0	0.54	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1892	[]	[]	[]	0	0	[]	0	0.86	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1895	[]	[]	[]	[]	[]	[]	0	0.49	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1898	[]	[]	[]	[]	[]	[]	0	0.64	0	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_1901	[]	[]	[]	0	0	[]	0	0.44	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1905	[]	[]	[]	[]	[]	[]	0	1.33	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1907	[]	[]	[]	[]	[]	[]	0	0.44	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1908	[]	[]	[]	[]	[]	[]	0	1.4	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1910	[]	[]	[]	[]	[]	[]	0	1.94	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1919	[]	[]	[]	0	0	>	0	0.79	0	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_1930	[]	[]	[]	[]	[]	[]	0	0.66	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1935	[]	[]	[]	[]	[]	[]	0	1.16	0	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_1936	-10.834	0.6279	-19.0982	-4.37	-11.8249	>	-14	0.46	-22.6605	>	-19.7976	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_1963	[]	[]	[]	[]	[]	[]	0	6.15	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1965	[]	[]	[]	0	0	[]	0	0.71	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1966	[]	[]	[]	[]	[]	[]	0	2.14	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1970	[]	[]	[]	[]	[]	[]	0	2.84	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1971	[]	[]	[]	[]	[]	[]	0	2.84	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1972	[]	[]	[]	[]	[]	[]	0	2.84	0	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_1976	[]	[]	[]	[]	[]	[]	0	2.88	0	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_1977	[]	[]	[]	0	0	=	0	0.71	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1978	[]	[]	[]	0	0	=	0	0.71	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1979	[]	[]	[]	0	0	=	0	0.71	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1980	[]	[]	[]	0	0	=	0	0.71	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1981	[]	[]	[]	[]	[]	[]	0	1.99	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1988	[]	[]	[]	0	0	[]	0	0.49	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_1990	[]	[]	[]	[]	[]	[]	0	4.33	0	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_1996	[]	[]	[]	[]	[]	[]	0	2.22	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
